Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
24/5/2026,10:37:51,CNR2314555,Success,CUST18865,Prime Sedan,Kadugodi,Kalyan Nagar,4.3,25.7,No,,No,,No,,436,32.6,4.4,3.5
16/5/2026,17:37:29,CNR4218029,Cancelled by Driver,CUST16540,eBike,Bellandur,Peenya,,,No,,Yes,The customer was coughing/sick,No,,,,,
16/5/2026,21:01:04,CNR7362899,Success,CUST19499,Prime SUV,Hoodi,Sarjapur Road,4.6,39.4,No,,No,,No,,334.23,31.6,4,4.6
23/5/2026,18:48:42,CNR1104649,Cancelled by Driver,CUST25146,Prime Plus,Banashankari,Peenya,,,No,,Yes,Personal & Car related issues,No,,,,,
11/5/2026,14:29:50,CNR5894201,Success,CUST57064,Auto,Domlur,Anekal,10.7,36.6,No,,No,,No,,155.21,30.2,4.2,4.8
10/5/2026,13:35:26,CNR9079005,Success,CUST99616,Prime SUV,Rajajinagar,Whitefield,6.5,36.5,No,,No,,No,,717.54,8.1,4.4,3.5
24/5/2026,17:23:26,CNR5929338,Success,CUST17213,Prime Sedan,Airport Road,Yeshwanthpur,3.9,20.6,No,,No,,No,,918.72,32.4,3.6,3.5
24/5/2026,10:08:03,CNR6380298,Success,CUST93109,Auto,Sahakar Nagar,Banashankari,9.8,52.6,No,,No,,No,,123.65,10,4.5,4.7
1/5/2026,12:40:17,CNR1617049,Cancelled by Driver,CUST45021,Mini,HSR Layout,Hennur,,,No,,Yes,Customer related issue,No,,,,,
4/5/2026,14:56:50,CNR1325422,Success,CUST82179,Auto,Bommanahalli,Yeshwanthpur,4.9,39.7,No,,No,,No,,198.22,34,3.5,4.6
7/5/2026,17:02:35,CNR3595799,Incomplete,CUST10130,eBike,Bannerghatta Road,Devanahalli,,,No,,No,,Yes,Customer Demand,,,,
10/5/2026,17:05:48,CNR2201596,Success,CUST50388,Auto,Majestic,RT Nagar,10.8,50.9,No,,No,,No,,466.46,4.1,4.6,3.7
10/5/2026,18:22:49,CNR8036049,Cancelled by Driver,CUST89671,Prime SUV,Wilson Garden,Begur,,,No,,Yes,Customer related issue,No,,,,,
21/5/2026,14:08:13,CNR5254606,Success,CUST49055,eBike,RT Nagar,Jayanagar,2.5,21,No,,No,,No,,665.09,1.8,4.9,4.9
25/5/2026,20:14:38,CNR6315030,Success,CUST87039,Bike,Rajajinagar,Sahakar Nagar,12,57.6,No,,No,,No,,323.54,2.1,4.4,4.9
6/5/2026,17:31:22,CNR7105681,Pending,CUST54780,Prime SUV,JP Nagar,KR Puram,,,No,,No,,No,,,,,
17/5/2026,17:24:55,CNR7772689,Cancelled by Customer,CUST68437,eBike,BTM Layout,Rajajinagar,,,Yes,Driver asked to cancel,No,,No,,,,,
11/5/2026,7:08:30,CNR9737193,Pending,CUST91935,eBike,Yelahanka,Chickpet,,,No,,No,,No,,,,,
16/5/2026,14:22:35,CNR1475556,Cancelled by Driver,CUST25766,Prime Plus,Yeshwanthpur,Ulsoor,,,No,,Yes,The customer was coughing/sick,No,,,,,
19/5/2026,10:14:12,CNR7427869,Success,CUST10277,Bike,Kalyan Nagar,KR Puram,4.5,18.5,No,,No,,No,,372.88,2.7,3.5,4.7
28/5/2026,15:44:21,CNR2207764,Success,CUST42829,Auto,Marathahalli,Yelahanka,6.5,48,No,,No,,No,,287.02,18.4,4.1,4.9
6/5/2026,16:47:55,CNR6989479,Success,CUST52343,eBike,Wilson Garden,Yeshwanthpur,4.8,42.9,No,,No,,No,,150.01,7.8,4.7,4.4
3/5/2026,3:26:54,CNR6930070,Cancelled by Customer,CUST27643,eBike,Malleshwaram,Kadugodi,,,Yes,Wrong Address,No,,No,,,,,
19/5/2026,17:08:31,CNR2025661,Success,CUST82977,Prime SUV,Koramangala,JP Nagar,7.4,36.1,No,,No,,No,,434.4,29.7,3.9,4.7
12/5/2026,16:01:58,CNR1371992,Success,CUST76880,Auto,BTM Layout,Marathahalli,9.1,36.5,No,,No,,No,,243.74,18.3,4.1,3.6
5/5/2026,9:45:28,CNR7871777,Success,CUST18388,Auto,Bommanahalli,HSR Layout,11.1,27.7,No,,No,,No,,263.52,10.2,3.6,3.9
3/5/2026,19:52:56,CNR4804493,Cancelled by Customer,CUST37523,eBike,RT Nagar,Airport Road,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
17/5/2026,22:58:02,CNR6801145,Pending,CUST25367,Prime SUV,Madiwala,Peenya,,,No,,No,,No,,,,,
10/5/2026,11:13:20,CNR6069840,Cancelled by Driver,CUST12957,Auto,Hoodi,Frazer Town,,,No,,Yes,Customer related issue,No,,,,,
31/5/2026,17:21:16,CNR4710910,Cancelled by Driver,CUST83025,Prime SUV,Anekal,Basavanagudi,,,No,,Yes,Customer related issue,No,,,,,
13/5/2026,9:01:56,CNR6432250,Success,CUST83704,eBike,Jayanagar,Bannerghatta Road,9.7,59.1,No,,No,,No,,310.44,31.8,3.6,4.1
7/5/2026,17:58:58,CNR7401378,Success,CUST16100,Bike,Sahakar Nagar,CV Raman Nagar,6.6,54.3,No,,No,,No,,107.15,19.7,4,4.5
20/5/2026,15:44:53,CNR4142428,Pending,CUST32337,eBike,Sahakar Nagar,Kalyan Nagar,,,No,,No,,No,,,,,
8/5/2026,11:18:49,CNR7517306,Cancelled by Driver,CUST18587,Auto,Varthur,Frazer Town,,,No,,Yes,The customer was coughing/sick,No,,,,,
16/5/2026,14:28:48,CNR8206194,Success,CUST76480,Bike,Yeshwanthpur,Varthur,3.3,37.6,No,,No,,No,,428.06,16.7,4.4,4.3
16/5/2026,20:23:29,CNR9777397,Success,CUST96288,Bike,Sahakar Nagar,Sarjapur Road,9.2,11,No,,No,,No,,366.82,19.5,4.1,4.7
15/5/2026,13:02:19,CNR5525840,Incomplete,CUST13128,Bike,Hebbal,Jayanagar,,,No,,No,,Yes,Customer Demand,,,,
24/5/2026,14:50:26,CNR2577415,Success,CUST22561,Prime Sedan,Airport Road,Marathahalli,7,46,No,,No,,No,,910.97,30.2,4.2,4.4
7/5/2026,6:50:23,CNR2013638,Success,CUST13086,Bike,BTM Layout,Kalyan Nagar,5.2,13.9,No,,No,,No,,531.46,29.2,4.5,4.9
29/5/2026,19:58:31,CNR5156374,Success,CUST88688,Prime Plus,Sarjapur Road,KR Puram,10,29.6,No,,No,,No,,95.28,34.7,4.4,4.3
24/5/2026,16:57:18,CNR1843759,Cancelled by Driver,CUST39047,Mini,Hebbal,Lalbagh,,,No,,Yes,Personal & Car related issues,No,,,,,
10/5/2026,12:29:43,CNR9243980,Success,CUST50362,Auto,Basavanagudi,Begur,6.6,53.3,No,,No,,No,,1199.98,10.5,3.6,3.6
5/5/2026,16:02:12,CNR9806666,Success,CUST71737,Prime Sedan,Wilson Garden,Chickpet,9.4,22.5,No,,No,,No,,719.64,29.1,4,4.5
9/5/2026,11:33:53,CNR3269169,Success,CUST95768,Auto,Hoodi,Richmond Town,6.9,26.8,No,,No,,No,,431.04,32.7,4.5,4.7
10/5/2026,16:42:02,CNR3780681,Pending,CUST52782,Prime Plus,Majestic,Hennur,,,No,,No,,No,,,,,
17/5/2026,18:22:03,CNR3577084,Success,CUST89316,Prime SUV,CV Raman Nagar,Anekal,3.8,22.2,No,,No,,No,,1041.02,5.3,4.7,4.1
2/5/2026,17:51:52,CNR8161071,Success,CUST87102,Mini,Malleshwaram,Electronic City,8.5,35.8,No,,No,,No,,1341.48,18.1,3.8,4.4
29/5/2026,7:30:10,CNR6504191,Cancelled by Driver,CUST16727,eBike,CV Raman Nagar,Nagawara,,,No,,Yes,Customer related issue,No,,,,,
3/5/2026,18:41:16,CNR7136523,Success,CUST74188,Auto,Chickpet,Marathahalli,3.5,30.1,No,,No,,No,,249.56,27.4,3.7,3.6
9/5/2026,18:03:31,CNR4913703,Success,CUST35925,Auto,Sahakar Nagar,Lalbagh,7.8,28.1,No,,No,,No,,433.26,33.9,4,4.6
3/5/2026,13:52:18,CNR7177437,Success,CUST84663,Prime SUV,Jayanagar,Brookefield,3.4,54,No,,No,,No,,601.25,22.2,4.8,4.2
9/5/2026,9:47:24,CNR1678759,Success,CUST84703,Bike,Richmond Town,Whitefield,3.3,59.1,No,,No,,No,,139.2,8.5,4.6,5
26/5/2026,18:49:10,CNR7316252,Incomplete,CUST17596,eBike,Ulsoor,Rajajinagar,,,No,,No,,Yes,Other Issue,,,,
19/5/2026,20:12:44,CNR1848091,Success,CUST83688,Prime SUV,Kengeri,Peenya,11.8,49.4,No,,No,,No,,511.01,4.6,4.9,4.5
8/5/2026,19:54:06,CNR2926604,Success,CUST12535,Bike,Jayanagar,Yelahanka,12,23.4,No,,No,,No,,472.92,24.7,3.8,4.4
27/5/2026,13:54:32,CNR4387311,Success,CUST96316,Prime SUV,Bellandur,BTM Layout,2.3,10.8,No,,No,,No,,457.94,12.7,4.9,4.2
24/5/2026,17:14:01,CNR1139349,Success,CUST86506,Prime Plus,Jayanagar,Devanahalli,4.8,53.1,No,,No,,No,,236.45,18.5,5,4.7
24/5/2026,7:56:59,CNR5356106,Success,CUST66626,Prime Sedan,Jayanagar,Domlur,11.3,10.4,No,,No,,No,,768.83,32.8,4.7,5
26/5/2026,17:10:24,CNR2011217,Success,CUST37680,Mini,Varthur,Yelahanka,3.9,25.5,No,,No,,No,,321.43,15.6,4.7,4.6
19/5/2026,14:25:01,CNR3864547,Incomplete,CUST74372,Bike,Hoodi,Basavanagudi,,,No,,No,,Yes,Customer Demand,,,,
16/5/2026,19:52:36,CNR7355934,Success,CUST87900,Bike,Chickpet,Brookefield,11.4,13.5,No,,No,,No,,551.24,6.8,3.8,4.3
11/5/2026,7:32:09,CNR9707221,Success,CUST47873,Prime Plus,Indiranagar,Hoodi,7.2,19.4,No,,No,,No,,334.4,8.9,3.8,4.3
8/5/2026,19:33:18,CNR3465673,Pending,CUST45317,eBike,Bannerghatta Road,Wilson Garden,,,No,,No,,No,,,,,
17/5/2026,8:45:29,CNR8571347,Success,CUST34140,Prime SUV,Marathahalli,Malleshwaram,5.6,33.1,No,,No,,No,,594.5,7.2,3.6,3.7
28/5/2026,18:55:33,CNR4948917,Cancelled by Driver,CUST80182,Prime Sedan,Hennur,Richmond Town,,,No,,Yes,Customer related issue,No,,,,,
18/5/2026,16:17:27,CNR8767355,Success,CUST48183,Auto,Ulsoor,Marathahalli,7,39.3,No,,No,,No,,365.87,2.7,4.1,3.5
30/5/2026,20:21:32,CNR9526488,Cancelled by Driver,CUST57740,Auto,Vijayanagar,JP Nagar,,,No,,Yes,More than permitted people in there,No,,,,,
10/5/2026,20:54:31,CNR2250195,Success,CUST53874,Mini,Shivajinagar,Rajajinagar,10.3,15.6,No,,No,,No,,109.13,4.2,3.8,4.5
23/5/2026,11:35:18,CNR3916804,Success,CUST93244,eBike,Majestic,Shivajinagar,8.8,28,No,,No,,No,,263.22,20.3,3.7,3.8
20/5/2026,17:59:41,CNR6885681,Success,CUST55368,Auto,Frazer Town,Madiwala,6.2,19.6,No,,No,,No,,318.68,24,4,3.8
22/5/2026,15:32:55,CNR2781924,Cancelled by Customer,CUST18778,Bike,Kadugodi,Marathahalli,,,Yes,Driver asked to cancel,No,,No,,,,,
20/5/2026,18:49:03,CNR7705953,Cancelled by Driver,CUST94118,Auto,JP Nagar,Whitefield,,,No,,Yes,Personal & Car related issues,No,,,,,
7/5/2026,17:13:46,CNR5959197,Success,CUST25592,Prime Sedan,Chickpet,Madiwala,10.1,43.9,No,,No,,No,,104.59,6.5,4.5,4.9
4/5/2026,5:52:55,CNR7295599,Success,CUST44086,Mini,Bellandur,Madiwala,7.3,23,No,,No,,No,,366.95,25.8,4.9,4
31/5/2026,12:14:20,CNR5683706,Success,CUST86810,Bike,BTM Layout,Peenya,2.2,44.5,No,,No,,No,,1072.43,12.6,3.6,4.6
2/5/2026,5:54:25,CNR4843319,Success,CUST20029,eBike,RT Nagar,Kalyan Nagar,3.4,53.9,No,,No,,No,,814.04,15.7,4.2,3.5
15/5/2026,20:29:23,CNR5750253,Success,CUST10254,Prime Plus,HSR Layout,Kalyan Nagar,3.7,50.4,No,,No,,No,,384.56,5,4,3.9
13/5/2026,20:34:05,CNR7767665,Success,CUST68575,eBike,Nagawara,Vijayanagar,4.2,15.4,No,,No,,No,,490.54,3.7,4.3,4.5
10/5/2026,8:35:16,CNR4039980,Success,CUST98287,Prime Sedan,Airport Road,HSR Layout,3,31.3,No,,No,,No,,592.26,18.3,4.6,4.5
24/5/2026,6:21:08,CNR7233835,Success,CUST78884,Prime Sedan,Domlur,Kengeri,4.5,40.1,No,,No,,No,,394.62,6.8,3.7,4.5
24/5/2026,18:59:02,CNR6626193,Success,CUST86935,Prime SUV,Sarjapur Road,Whitefield,9.5,14.7,No,,No,,No,,175.98,17.3,4,4.2
29/5/2026,14:09:43,CNR4856717,Success,CUST30083,eBike,JP Nagar,BTM Layout,7.2,26.3,No,,No,,No,,464.77,21.5,4.2,3.7
12/5/2026,14:00:18,CNR4626340,Success,CUST71191,eBike,Begur,Varthur,9.5,27,No,,No,,No,,174.63,3.2,4.3,4.4
17/5/2026,18:55:47,CNR7988452,Success,CUST82815,eBike,Bommanahalli,Lalbagh,8.3,10.2,No,,No,,No,,2394.37,18.3,3.7,4
28/5/2026,16:42:22,CNR2060737,Cancelled by Customer,CUST42980,eBike,Kadugodi,Peenya,,,Yes,Driver asked to cancel,No,,No,,,,,
31/5/2026,14:17:02,CNR1135398,Incomplete,CUST88883,Prime SUV,Frazer Town,Vijayanagar,,,No,,No,,Yes,Other Issue,,,,
31/5/2026,19:36:09,CNR6966947,Success,CUST64370,eBike,Yelahanka,Sahakar Nagar,2.4,29.5,No,,No,,No,,374.47,13.3,4.8,4.3
23/5/2026,16:09:12,CNR2896695,Success,CUST86601,Bike,JP Nagar,Wilson Garden,7.5,21.5,No,,No,,No,,2544.92,21.6,4.7,3.5
4/5/2026,12:50:00,CNR9492300,Cancelled by Driver,CUST14806,eBike,Chickpet,JP Nagar,,,No,,Yes,The customer was coughing/sick,No,,,,,
2/5/2026,17:26:15,CNR2856182,Success,CUST35839,Bike,Begur,Bannerghatta Road,3.5,57.8,No,,No,,No,,1271.13,25.6,4.3,4.8
25/5/2026,8:55:22,CNR8438542,Success,CUST84587,eBike,Cunningham Road,Hennur,2.1,16.8,No,,No,,No,,676.85,22,4.9,4
26/5/2026,13:30:39,CNR9986950,Success,CUST39143,Prime Sedan,Wilson Garden,MG Road,8.6,37.2,No,,No,,No,,149.03,3.8,3.9,4.5
24/5/2026,8:40:58,CNR9856928,Success,CUST96570,Mini,Hebbal,KR Puram,4.2,17.7,No,,No,,No,,381.75,31.3,4.5,4.6
9/5/2026,6:27:18,CNR2163258,Cancelled by Driver,CUST53578,Prime Sedan,Kadugodi,Koramangala,,,No,,Yes,The customer was coughing/sick,No,,,,,
20/5/2026,16:49:13,CNR2715908,Success,CUST12682,Prime Plus,Varthur,Airport Road,8.4,33.8,No,,No,,No,,658.74,32.1,4.3,3.7
10/5/2026,4:20:01,CNR4470101,Success,CUST82792,Mini,Jayanagar,Shivajinagar,3.8,22.1,No,,No,,No,,333.87,17.1,4.2,3.9
15/5/2026,7:54:46,CNR9626698,Cancelled by Customer,CUST88788,eBike,MG Road,Devanahalli,,,Yes,Change of plans,No,,No,,,,,
11/5/2026,19:38:58,CNR8467819,Cancelled by Customer,CUST71463,Mini,Wilson Garden,KR Puram,,,Yes,Driver asked to cancel,No,,No,,,,,
29/5/2026,12:03:11,CNR2146576,Pending,CUST39292,Bike,Shivajinagar,Domlur,,,No,,No,,No,,,,,
8/5/2026,14:32:48,CNR2044261,Success,CUST70797,Bike,Devanahalli,Jayanagar,6.6,46.6,No,,No,,No,,909.65,20,4.9,4.7
17/5/2026,1:45:02,CNR7338769,Success,CUST61598,Bike,Nagawara,Koramangala,8.7,27.5,No,,No,,No,,385.85,34.8,4.5,3.9
10/5/2026,12:13:19,CNR4671504,Success,CUST73379,Prime SUV,Nagawara,Airport Road,10.8,54.6,No,,No,,No,,125.27,7.4,4,5
21/5/2026,16:28:18,CNR6048728,Cancelled by Customer,CUST65947,Prime SUV,Ulsoor,Richmond Town,,,Yes,Change of plans,No,,No,,,,,
17/5/2026,18:22:06,CNR8291208,Success,CUST33589,Prime Plus,KR Puram,Kadugodi,6.3,42.7,No,,No,,No,,607.15,3.3,4.6,4.8
30/5/2026,19:40:19,CNR9620024,Success,CUST84045,Prime SUV,Bellandur,Frazer Town,8.6,48.4,No,,No,,No,,456.81,2.6,4.2,4.7
3/5/2026,11:57:09,CNR9975659,Success,CUST24444,eBike,BTM Layout,Nagawara,8.8,52.7,No,,No,,No,,367.4,24.4,4.8,4.9
7/5/2026,12:01:16,CNR3763201,Success,CUST52127,Prime Sedan,Yelahanka,Vijayanagar,8.6,25.9,No,,No,,No,,904.93,23.1,5,4.4
24/5/2026,20:00:56,CNR2657259,Pending,CUST14444,Bike,Kalyan Nagar,Nagawara,,,No,,No,,No,,,,,
11/5/2026,13:40:17,CNR7967190,Success,CUST85475,Auto,Lalbagh,Anekal,5.7,34.6,No,,No,,No,,394.05,7.9,4,3.9
5/5/2026,12:21:23,CNR7452037,Success,CUST97019,eBike,Malleshwaram,RT Nagar,4.4,19.1,No,,No,,No,,345.05,10,4.9,3.6
16/5/2026,10:48:39,CNR8051237,Success,CUST91983,Prime Sedan,KR Puram,Begur,11.9,58.2,No,,No,,No,,103.56,34.9,4.8,4.3
21/5/2026,16:54:03,CNR3801736,Cancelled by Customer,CUST99447,Prime SUV,Varthur,Yeshwanthpur,,,Yes,Change of plans,No,,No,,,,,
2/5/2026,17:56:41,CNR4196999,Success,CUST26295,Prime SUV,Whitefield,Bellandur,11.2,53.5,No,,No,,No,,832.8,33.8,4,3.8
10/5/2026,8:28:30,CNR1116667,Success,CUST40776,Mini,RT Nagar,KR Puram,4.9,39.4,No,,No,,No,,1039.04,8.2,4.6,4.1
25/5/2026,11:57:43,CNR4051629,Success,CUST12791,Prime SUV,Bannerghatta Road,Kengeri,2.2,10.4,No,,No,,No,,762.99,30.6,4.1,4.1
17/5/2026,16:48:41,CNR1172131,Success,CUST33583,Auto,Ulsoor,Koramangala,7.9,11.4,No,,No,,No,,350.5,16.5,4.9,4.4
2/5/2026,12:27:46,CNR3197163,Success,CUST66262,Mini,Madiwala,Banashankari,10.4,33.4,No,,No,,No,,540.66,29.4,4.7,4.5
9/5/2026,9:53:27,CNR7329805,Cancelled by Driver,CUST71722,Prime SUV,Vijayanagar,MG Road,,,No,,Yes,More than permitted people in there,No,,,,,
20/5/2026,12:18:54,CNR2490481,Success,CUST54124,Bike,Hoodi,Peenya,3.6,48.8,No,,No,,No,,367.32,30.7,4.7,4.1
6/5/2026,19:26:51,CNR1316028,Cancelled by Driver,CUST84163,Prime SUV,Anekal,Lalbagh,,,No,,Yes,The customer was coughing/sick,No,,,,,
25/5/2026,6:02:26,CNR7326535,Success,CUST46940,Mini,Electronic City,Sahakar Nagar,8.9,43.2,No,,No,,No,,101.02,15,3.9,4.9
22/5/2026,19:32:30,CNR3818314,Cancelled by Driver,CUST19875,Auto,Bannerghatta Road,Hebbal,,,No,,Yes,The customer was coughing/sick,No,,,,,
16/5/2026,16:50:45,CNR8588155,Success,CUST64263,Prime Plus,Hebbal,Bannerghatta Road,3.1,25.4,No,,No,,No,,1110.28,6.7,4.5,3.7
30/5/2026,18:01:05,CNR3339272,Success,CUST81003,Mini,Cunningham Road,Bellandur,6.2,20.2,No,,No,,No,,420.77,16.2,4.2,4.4
12/5/2026,19:39:24,CNR7840511,Success,CUST56318,Mini,Airport Road,Wilson Garden,9.5,16.9,No,,No,,No,,853.08,13.6,3.9,3.6
8/5/2026,21:06:01,CNR6080774,Incomplete,CUST21081,Prime Sedan,KR Puram,MG Road,,,No,,No,,Yes,Customer Demand,,,,
21/5/2026,17:33:18,CNR1629510,Success,CUST50523,eBike,Jayanagar,Yeshwanthpur,11,19.5,No,,No,,No,,1399.44,17.3,4.8,4.7
17/5/2026,8:08:02,CNR1916200,Cancelled by Driver,CUST13622,Mini,Frazer Town,CV Raman Nagar,,,No,,Yes,More than permitted people in there,No,,,,,
10/5/2026,16:51:00,CNR6012448,Success,CUST45047,eBike,Basavanagudi,KR Puram,8.2,28,No,,No,,No,,155.15,3.3,4.7,4.8
10/5/2026,23:29:29,CNR1700859,Success,CUST55873,Prime Sedan,CV Raman Nagar,Marathahalli,8.1,32.1,No,,No,,No,,603.92,17.2,4.2,4.8
12/5/2026,16:20:45,CNR9946494,Success,CUST23467,Prime SUV,Kalyan Nagar,Basavanagudi,4.6,30,No,,No,,No,,269.18,6.7,4.1,4.8
10/5/2026,0:39:29,CNR9351073,Success,CUST64400,Auto,Nagawara,Whitefield,4.3,52.4,No,,No,,No,,480.9,13.9,4.6,4.8
23/5/2026,22:07:27,CNR4401560,Cancelled by Driver,CUST44731,Prime Plus,RT Nagar,Malleshwaram,,,No,,Yes,More than permitted people in there,No,,,,,
21/5/2026,21:09:50,CNR3688668,Cancelled by Driver,CUST55117,Auto,Yeshwanthpur,Wilson Garden,,,No,,Yes,The customer was coughing/sick,No,,,,,
14/5/2026,13:24:29,CNR2850275,Success,CUST27131,Prime Plus,CV Raman Nagar,Basavanagudi,7.9,21.3,No,,No,,No,,855.07,5.5,4.2,4.8
12/5/2026,8:02:29,CNR6443279,Cancelled by Driver,CUST39551,Prime SUV,Cunningham Road,Shivajinagar,,,No,,Yes,Personal & Car related issues,No,,,,,
11/5/2026,17:30:06,CNR4668440,Success,CUST72355,Prime SUV,Lalbagh,Nagawara,8.4,33.4,No,,No,,No,,923.7,33.3,4.5,4.7
9/5/2026,21:59:23,CNR5800808,Cancelled by Customer,CUST77782,eBike,Begur,Madiwala,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
3/5/2026,16:07:16,CNR5878692,Cancelled by Driver,CUST62709,Auto,Hennur,Devanahalli,,,No,,Yes,Personal & Car related issues,No,,,,,
9/5/2026,13:46:58,CNR7795685,Success,CUST64446,Prime Plus,Kalyan Nagar,RT Nagar,7.5,33.2,No,,No,,No,,1631.74,30.3,5,4.2
10/5/2026,8:07:39,CNR4146729,Success,CUST34288,Bike,Majestic,Indiranagar,8.5,19.7,No,,No,,No,,959.32,24.4,3.5,3.9
17/5/2026,13:58:18,CNR2063108,Success,CUST79224,Auto,Bellandur,RT Nagar,2.9,53.7,No,,No,,No,,273.32,6.6,3.8,4.1
24/5/2026,17:24:43,CNR7320908,Pending,CUST38177,Prime Sedan,HSR Layout,Cunningham Road,,,No,,No,,No,,,,,
12/5/2026,6:31:02,CNR8842037,Success,CUST54924,Bike,Bannerghatta Road,Varthur,7.7,45.6,No,,No,,No,,453.45,16.4,4.3,3.6
30/5/2026,17:18:04,CNR7208496,Success,CUST19742,Bike,Marathahalli,Vijayanagar,5.6,28,No,,No,,No,,224.3,34.6,3.9,4.9
25/5/2026,7:50:57,CNR5363405,Success,CUST21592,Auto,Wilson Garden,Majestic,6,39.4,No,,No,,No,,221.51,4.4,4.1,4.1
31/5/2026,15:13:20,CNR3581764,Success,CUST19496,Bike,Koramangala,Shivajinagar,8.9,10.5,No,,No,,No,,562.06,6.2,4.3,4.2
28/5/2026,3:59:12,CNR1397645,Success,CUST79323,Prime SUV,Peenya,Chickpet,6.4,16.6,No,,No,,No,,991.58,5.9,4,3.7
19/5/2026,20:00:22,CNR8978322,Success,CUST27087,Prime Plus,Shivajinagar,Electronic City,7.8,41.8,No,,No,,No,,422.75,33.2,3.8,4
18/5/2026,9:44:24,CNR7308479,Pending,CUST46037,Mini,Electronic City,Devanahalli,,,No,,No,,No,,,,,
3/5/2026,16:17:45,CNR9398971,Success,CUST64412,Mini,Whitefield,HSR Layout,4.7,42.8,No,,No,,No,,291.35,5.1,3.8,5
23/5/2026,15:17:16,CNR1039212,Success,CUST68144,Prime SUV,Electronic City,Marathahalli,6.2,11.5,No,,No,,No,,744.86,2.9,5,4.6
18/5/2026,12:29:56,CNR8755309,Success,CUST67106,Mini,Electronic City,Hoodi,4.8,56.6,No,,No,,No,,2457.5,11.1,4.6,4.7
16/5/2026,4:27:51,CNR2726492,Success,CUST93150,Prime Sedan,Malleshwaram,Bommanahalli,5.4,18.6,No,,No,,No,,262.23,7.5,4.3,4.1
23/5/2026,13:20:43,CNR2089552,Cancelled by Customer,CUST41074,Bike,Madiwala,Basavanagudi,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
14/5/2026,6:36:42,CNR2210226,Success,CUST21428,Mini,Brookefield,Begur,8.5,52.1,No,,No,,No,,110.93,11.8,3.9,4.2
17/5/2026,10:28:44,CNR5894324,Cancelled by Driver,CUST28621,Mini,Koramangala,MG Road,,,No,,Yes,The customer was coughing/sick,No,,,,,
12/5/2026,12:18:06,CNR2879072,Incomplete,CUST93495,Mini,Airport Road,Nagawara,,,No,,No,,Yes,Other Issue,,,,
23/5/2026,12:51:52,CNR6306551,Success,CUST15767,Prime Plus,Kalyan Nagar,CV Raman Nagar,6.5,36,No,,No,,No,,382.19,20.9,4.4,3.8
28/5/2026,21:13:20,CNR3300447,Pending,CUST88780,Prime SUV,Domlur,Hennur,,,No,,No,,No,,,,,
26/5/2026,19:10:49,CNR7829353,Cancelled by Driver,CUST17753,eBike,Malleshwaram,Kalyan Nagar,,,No,,Yes,The customer was coughing/sick,No,,,,,
24/5/2026,18:51:09,CNR2268932,Success,CUST64719,eBike,Frazer Town,Bellandur,11.8,15,No,,No,,No,,1053.77,5.3,4.4,4.2
1/5/2026,14:46:01,CNR3787744,Success,CUST48105,eBike,Marathahalli,Kadugodi,8.2,46.5,No,,No,,No,,917.94,24.9,3.6,4.8
29/5/2026,11:05:45,CNR6691457,Success,CUST97098,Bike,Majestic,Bellandur,9.1,45.3,No,,No,,No,,668.32,5.2,4.9,4.2
9/5/2026,12:19:57,CNR2356460,Success,CUST45777,Auto,Vijayanagar,Airport Road,2.8,57.7,No,,No,,No,,258.69,11.1,3.6,3.6
28/5/2026,4:54:37,CNR4279663,Success,CUST85139,eBike,Hoodi,Kalyan Nagar,4.7,36.1,No,,No,,No,,261.46,24.3,3.6,4.3
6/5/2026,17:43:49,CNR3826492,Cancelled by Driver,CUST30635,Mini,Begur,Hennur,,,No,,Yes,More than permitted people in there,No,,,,,
14/5/2026,7:10:19,CNR1621098,Success,CUST90391,eBike,CV Raman Nagar,Jayanagar,4.6,38.1,No,,No,,No,,348.16,11.9,3.8,4.5
24/5/2026,17:12:38,CNR7922102,Cancelled by Driver,CUST86537,Prime Sedan,Electronic City,Ulsoor,,,No,,Yes,More than permitted people in there,No,,,,,
20/5/2026,11:20:05,CNR1031885,Success,CUST97893,Prime Plus,Chickpet,Malleshwaram,11.9,30.5,No,,No,,No,,843.71,8.3,4.9,3.8
13/5/2026,10:57:26,CNR2128340,Cancelled by Customer,CUST45496,Bike,Madiwala,Cunningham Road,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
22/5/2026,12:43:19,CNR9053850,Success,CUST57938,Mini,Basavanagudi,Yeshwanthpur,2.8,22.6,No,,No,,No,,376.64,2.3,4.7,4.7
17/5/2026,8:47:36,CNR1492836,Cancelled by Driver,CUST22768,Mini,Airport Road,RT Nagar,,,No,,Yes,Personal & Car related issues,No,,,,,
9/5/2026,6:52:55,CNR8646421,Success,CUST82418,Prime Plus,Rajajinagar,Majestic,3.9,37.5,No,,No,,No,,239.39,15.3,4.8,4.9
